Threshold,Group,N,Mean_probability,Mean_PAY_0,Mean_PAY_2,Mean_PAY_6,Mean_LIMIT_BAL,Mean_BILL_AMT1,Mean_PAY_AMT1,Mean_Utilization_1,Mean_Payment_share_1,Mean_AGE,Pct_PAY_0_overdue,Pct_PAY_2_overdue
0.5,FN,637,0.3301529990771213,-0.42700156985871274,-0.42543171114599687,-0.4662480376766091,165098.39874411302,49942.09262166405,4364.698587127158,0.40541426737942604,-0.34028425269579465,36.29199372056515,0.07221350078492936,0.05180533751962323
0.5,FP,573,0.6930619757972771,1.1657940663176265,0.8586387434554974,0.013961605584642234,100575.91623036649,38832.92670157068,1749.6038394415357,0.539432564129771,-2.868309678374349,35.589877835951135,0.8394415357766143,0.5794066317626527
0.5,TP,690,0.7717722679140048,1.6159420289855073,1.236231884057971,0.644927536231884,112173.91304347826,51359.3,2493.5304347826086,0.5467718441553904,-0.21932146076324585,35.755072463768116,0.8898550724637682,0.663768115942029
0.5,TN,4100,0.27795625157974607,-0.40804878048780485,-0.4558536585365854,-0.4509756097560976,187214.63414634147,53850.14048780488,7180.168780487805,0.392275474366496,-0.3092135728983143,35.609756097560975,0.04463414634146341,0.015365853658536585
0.32288101060928226,FN,304,0.2523068354655859,-0.33223684210526316,-0.33881578947368424,-0.4243421052631579,199605.26315789475,76900.96052631579,6394.0723684210525,0.4799314036738826,0.3562291152495287,36.63486842105263,0.039473684210526314,0.02631578947368421
0.32288101060928226,FP,1884,0.47942782424872077,0.036093418259023353,-0.13535031847133758,-0.3614649681528662,113784.50106157112,27762.509023354563,2062.036093418259,0.4268169194549394,-2.067802388137432,35.22664543524416,0.3211252653927813,0.20169851380042464
0.32288101060928226,TP,1023,0.651152538896629,0.9227761485826002,0.6695992179863147,0.270772238514174,119147.29227761486,42886.74291300098,2499.5610948191593,0.47861418775274034,-0.4821894786897045,35.82795698924731,0.6334310850439883,0.47214076246334313
0.32288101060928226,TN,2789,0.22714346458379653,-0.38472570813911794,-0.4022947292936536,-0.4159196844747221,219017.56902115454,68387.33452850484,9521.813911796342,0.3991757719239465,0.28783132959659463,35.86446755109358,0.021154535675869487,0.005378271782000717
